node_id,parent_submarket_id,node_type,name,address,latitude,longitude,source_id,field_survey_priority,notes,status
SEOUL-JONGNO-GWANGHWAMUN-JONGNO-SM01-N01,SEOUL-JONGNO-GWANGHWAMUN-JONGNO-SM01,anchor,광화문,,,,SRC-V1-FRAMEONE,S,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-JONGNO-SAMCHEONG-BUKCHON-SM01-N03,SEOUL-JONGNO-SAMCHEONG-BUKCHON-SM01,street,북촌로,,,,SRC-V1-FRAMEONE,C,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-JONGNO-DAEHANGNO-SM01-N01,SEOUL-JONGNO-DAEHANGNO-SM01,anchor,혜화,,,,SRC-V1-FRAMEONE,B,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-JONGNO-DAEHANGNO-SM01-N02,SEOUL-JONGNO-DAEHANGNO-SM01,university,대학로,,,,SRC-V1-FRAMEONE,B,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-JONGNO-DAEHANGNO-SM01-N03,SEOUL-JONGNO-DAEHANGNO-SM01,street,동숭길,,,,SRC-V1-FRAMEONE,B,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-JONGNO-DAEHANGNO-SM01-N04,SEOUL-JONGNO-DAEHANGNO-SM01,station,혜화역,,,,SRC-V1-FRAMEONE,B,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-JONGNO-DAEHANGNO-SM01-N05,SEOUL-JONGNO-DAEHANGNO-SM01,park_water_access,마로니에공원,,,,SRC-V1-FRAMEONE,B,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-JONGNO-SEOCHON-GYEONGBOK-SM01-N01,SEOUL-JONGNO-SEOCHON-GYEONGBOK-SM01,tourism_culture,경복궁,,,,SRC-V1-FRAMEONE,B,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-JONGNO-SEOCHON-GYEONGBOK-SM01-N02,SEOUL-JONGNO-SEOCHON-GYEONGBOK-SM01,street,자하문로,,,,SRC-V1-FRAMEONE,B,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-JONGNO-SEOCHON-GYEONGBOK-SM01-N03,SEOUL-JONGNO-SEOCHON-GYEONGBOK-SM01,street,옥인길,,,,SRC-V1-FRAMEONE,B,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-JONGNO-SEOCHON-GYEONGBOK-SM01-N04,SEOUL-JONGNO-SEOCHON-GYEONGBOK-SM01,traditional_market,통인시장길,,,,SRC-V1-FRAMEONE,B,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-JONGNO-SEOCHON-GYEONGBOK-SM01-N05,SEOUL-JONGNO-SEOCHON-GYEONGBOK-SM01,traditional_market,통인시장,,,,SRC-V1-FRAMEONE,B,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-JONGNO-DONGDAEMUN-CHANGSIN-SM01-N01,SEOUL-JONGNO-DONGDAEMUN-CHANGSIN-SM01,anchor,동대문,,,,SRC-V1-FRAMEONE,D,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-JONGNO-DONGDAEMUN-CHANGSIN-SM01-N02,SEOUL-JONGNO-DONGDAEMUN-CHANGSIN-SM01,anchor,동묘앞,,,,SRC-V1-FRAMEONE,D,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-JONGNO-DONGDAEMUN-CHANGSIN-SM01-N03,SEOUL-JONGNO-DONGDAEMUN-CHANGSIN-SM01,street,종로,,,,SRC-V1-FRAMEONE,D,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-JONGNO-DONGDAEMUN-CHANGSIN-SM01-N04,SEOUL-JONGNO-DONGDAEMUN-CHANGSIN-SM01,street,창신길,,,,SRC-V1-FRAMEONE,D,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-JONGNO-DONGDAEMUN-CHANGSIN-SM01-N05,SEOUL-JONGNO-DONGDAEMUN-CHANGSIN-SM01,station,동대문역,,,,SRC-V1-FRAMEONE,D,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-JONGNO-BUAM-PYEONGCHANG-SM01-N01,SEOUL-JONGNO-BUAM-PYEONGCHANG-SM01,tourism_culture,경복궁(버스 연계),,,,SRC-V1-FRAMEONE,C,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-JONGNO-BUAM-PYEONGCHANG-SM01-N02,SEOUL-JONGNO-BUAM-PYEONGCHANG-SM01,street,창의문로,,,,SRC-V1-FRAMEONE,C,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-JONGNO-BUAM-PYEONGCHANG-SM01-N03,SEOUL-JONGNO-BUAM-PYEONGCHANG-SM01,tourism_culture,평창문화로,,,,SRC-V1-FRAMEONE,C,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-JUNG-MYEONGDONG-SM01-N01,SEOUL-JUNG-MYEONGDONG-SM01,anchor,명동,,,,SRC-V1-FRAMEONE,A,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-JUNG-MYEONGDONG-SM01-N02,SEOUL-JUNG-MYEONGDONG-SM01,street,을지로입구,,,,SRC-V1-FRAMEONE,A,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-JUNG-MYEONGDONG-SM01-N03,SEOUL-JUNG-MYEONGDONG-SM01,street,명동길,,,,SRC-V1-FRAMEONE,A,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-JUNG-MYEONGDONG-SM01-N04,SEOUL-JUNG-MYEONGDONG-SM01,street,남대문로,,,,SRC-V1-FRAMEONE,A,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-JUNG-EULJIRO-SM01-N01,SEOUL-JUNG-EULJIRO-SM01,street,을지로3가,,,,SRC-V1-FRAMEONE,A,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-JUNG-EULJIRO-SM01-N02,SEOUL-JUNG-EULJIRO-SM01,street,을지로4가,,,,SRC-V1-FRAMEONE,A,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-JUNG-EULJIRO-SM01-N03,SEOUL-JUNG-EULJIRO-SM01,street,을지로,,,,SRC-V1-FRAMEONE,A,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-JUNG-EULJIRO-SM01-N04,SEOUL-JUNG-EULJIRO-SM01,street,수표로,,,,SRC-V1-FRAMEONE,A,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-JUNG-EULJIRO-SM02-N05,SEOUL-JUNG-EULJIRO-SM02,street,세운상가축,,,,SRC-V1-FRAMEONE,A,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-JUNG-NAMDAEMUN-SM01-N01,SEOUL-JUNG-NAMDAEMUN-SM01,anchor,회현,,,,SRC-V1-FRAMEONE,B,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-JUNG-NAMDAEMUN-SM01-N02,SEOUL-JUNG-NAMDAEMUN-SM01,traditional_market,남대문시장길,,,,SRC-V1-FRAMEONE,B,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-JUNG-NAMDAEMUN-SM01-N03,SEOUL-JUNG-NAMDAEMUN-SM01,street,퇴계로,,,,SRC-V1-FRAMEONE,B,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-JUNG-NAMDAEMUN-SM01-N04,SEOUL-JUNG-NAMDAEMUN-SM01,traditional_market,남대문시장,,,,SRC-V1-FRAMEONE,B,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-JUNG-NAMDAEMUN-SM01-N05,SEOUL-JUNG-NAMDAEMUN-SM01,station,회현역,,,,SRC-V1-FRAMEONE,B,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-JUNG-DONGDAEMUN-FASHION-SM01-N01,SEOUL-JUNG-DONGDAEMUN-FASHION-SM01,station,동대문역사문화공원,,,,SRC-V1-FRAMEONE,B,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-JUNG-DONGDAEMUN-FASHION-SM01-N02,SEOUL-JUNG-DONGDAEMUN-FASHION-SM01,anchor,동대문,,,,SRC-V1-FRAMEONE,B,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-JUNG-DONGDAEMUN-FASHION-SM01-N03,SEOUL-JUNG-DONGDAEMUN-FASHION-SM01,street,을지로,,,,SRC-V1-FRAMEONE,B,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-JUNG-DONGDAEMUN-FASHION-SM01-N04,SEOUL-JUNG-DONGDAEMUN-FASHION-SM01,street,장충단로,,,,SRC-V1-FRAMEONE,B,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-JUNG-DONGDAEMUN-FASHION-SM01-N05,SEOUL-JUNG-DONGDAEMUN-FASHION-SM01,tourism_culture,DDP,,,,SRC-V1-FRAMEONE,B,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-JUNG-DONGDAEMUN-FASHION-SM01-N06,SEOUL-JUNG-DONGDAEMUN-FASHION-SM01,anchor,두타,,,,SRC-V1-FRAMEONE,B,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-JUNG-DONGDAEMUN-FASHION-SM01-N07,SEOUL-JUNG-DONGDAEMUN-FASHION-SM01,traditional_market,평화시장,,,,SRC-V1-FRAMEONE,B,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-JUNG-SEOULSTN-SM01-N01,SEOUL-JUNG-SEOULSTN-SM01,station,서울역,,,,SRC-V1-FRAMEONE,C,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-JUNG-SEOULSTN-SM01-N02,SEOUL-JUNG-SEOULSTN-SM01,university,세종대로,,,,SRC-V1-FRAMEONE,C,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-JUNG-SEOULSTN-SM01-N03,SEOUL-JUNG-SEOULSTN-SM01,street,통일로,,,,SRC-V1-FRAMEONE,C,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-JUNG-SEOULSTN-SM01-N04,SEOUL-JUNG-SEOULSTN-SM01,street,퇴계로,,,,SRC-V1-FRAMEONE,C,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-JUNG-CITYHALL-BUKCHANG-SM01-N01,SEOUL-JUNG-CITYHALL-BUKCHANG-SM01,anchor,시청,,,,SRC-V1-FRAMEONE,B,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-JUNG-CITYHALL-BUKCHANG-SM01-N02,SEOUL-JUNG-CITYHALL-BUKCHANG-SM01,university,세종대로,,,,SRC-V1-FRAMEONE,B,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-JUNG-CITYHALL-BUKCHANG-SM01-N03,SEOUL-JUNG-CITYHALL-BUKCHANG-SM01,street,무교로,,,,SRC-V1-FRAMEONE,B,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-JUNG-CITYHALL-BUKCHANG-SM03-N04,SEOUL-JUNG-CITYHALL-BUKCHANG-SM03,street,북창동길,,,,SRC-V1-FRAMEONE,B,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-JUNG-SINDANG-YAKSU-SM01-N01,SEOUL-JUNG-SINDANG-YAKSU-SM01,anchor,신당,,,,SRC-V1-FRAMEONE,S,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-JUNG-SINDANG-YAKSU-SM02-N02,SEOUL-JUNG-SINDANG-YAKSU-SM02,anchor,약수,,,,SRC-V1-FRAMEONE,S,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-JUNG-SINDANG-YAKSU-SM01-N03,SEOUL-JUNG-SINDANG-YAKSU-SM01,street,다산로,,,,SRC-V1-FRAMEONE,S,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-JUNG-SINDANG-YAKSU-SM01-N04,SEOUL-JUNG-SINDANG-YAKSU-SM01,street,퇴계로,,,,SRC-V1-FRAMEONE,S,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-JUNG-SINDANG-YAKSU-SM01-N05,SEOUL-JUNG-SINDANG-YAKSU-SM01,traditional_market,중앙시장,,,,SRC-V1-FRAMEONE,S,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-JUNG-SINDANG-YAKSU-SM02-N06,SEOUL-JUNG-SINDANG-YAKSU-SM02,station,약수역,,,,SRC-V1-FRAMEONE,S,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-YONGSAN-ITAEWON-SM01-N01,SEOUL-YONGSAN-ITAEWON-SM01,anchor,이태원,,,,SRC-V1-FRAMEONE,A,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-YONGSAN-ITAEWON-SM01-N02,SEOUL-YONGSAN-ITAEWON-SM01,street,이태원로,,,,SRC-V1-FRAMEONE,A,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-YONGSAN-ITAEWON-SM01-N03,SEOUL-YONGSAN-ITAEWON-SM01,street,보광로,,,,SRC-V1-FRAMEONE,A,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-YONGSAN-ITAEWON-SM01-N04,SEOUL-YONGSAN-ITAEWON-SM01,station,이태원역,,,,SRC-V1-FRAMEONE,A,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-YONGSAN-HANNAM-SM01-N01,SEOUL-YONGSAN-HANNAM-SM01,park_water_access,한강진,,,,SRC-V1-FRAMEONE,A,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-YONGSAN-HANNAM-SM01-N02,SEOUL-YONGSAN-HANNAM-SM01,street,이태원로,,,,SRC-V1-FRAMEONE,A,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-YONGSAN-HANNAM-SM01-N03,SEOUL-YONGSAN-HANNAM-SM01,street,독서당로,,,,SRC-V1-FRAMEONE,A,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-YONGSAN-HAEBANGCHON-GYEONGNIDAN-SM01-N01,SEOUL-YONGSAN-HAEBANGCHON-GYEONGNIDAN-SM01,anchor,녹사평,,,,SRC-V1-FRAMEONE,B,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-YONGSAN-HAEBANGCHON-GYEONGNIDAN-SM01-N02,SEOUL-YONGSAN-HAEBANGCHON-GYEONGNIDAN-SM01,street,소월로,,,,SRC-V1-FRAMEONE,B,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-YONGSAN-HAEBANGCHON-GYEONGNIDAN-SM01-N03,SEOUL-YONGSAN-HAEBANGCHON-GYEONGNIDAN-SM01,street,신흥로,,,,SRC-V1-FRAMEONE,B,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-YONGSAN-HAEBANGCHON-GYEONGNIDAN-SM01-N04,SEOUL-YONGSAN-HAEBANGCHON-GYEONGNIDAN-SM01,street,회나무로,,,,SRC-V1-FRAMEONE,B,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-YONGSAN-HAEBANGCHON-GYEONGNIDAN-SM01-N05,SEOUL-YONGSAN-HAEBANGCHON-GYEONGNIDAN-SM01,traditional_market,신흥시장,,,,SRC-V1-FRAMEONE,B,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-YONGSAN-YONGLIDAN-SINYONGSAN-SM01-N01,SEOUL-YONGSAN-YONGLIDAN-SINYONGSAN-SM01,anchor,신용산,,,,SRC-V1-FRAMEONE,A,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-YONGSAN-YONGLIDAN-SINYONGSAN-SM03-N02,SEOUL-YONGSAN-YONGLIDAN-SINYONGSAN-SM03,anchor,삼각지,,,,SRC-V1-FRAMEONE,A,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-YONGSAN-YONGLIDAN-SINYONGSAN-SM01-N03,SEOUL-YONGSAN-YONGLIDAN-SINYONGSAN-SM01,park_water_access,한강대로,,,,SRC-V1-FRAMEONE,A,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-YONGSAN-YONGLIDAN-SINYONGSAN-SM01-N04,SEOUL-YONGSAN-YONGLIDAN-SINYONGSAN-SM01,park_water_access,한강로,,,,SRC-V1-FRAMEONE,A,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-YONGSAN-YONGLIDAN-SINYONGSAN-SM03-N05,SEOUL-YONGSAN-YONGLIDAN-SINYONGSAN-SM03,station,삼각지역,,,,SRC-V1-FRAMEONE,A,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-YONGSAN-YONGSANSTN-SM01-N01,SEOUL-YONGSAN-YONGSANSTN-SM01,anchor,용산,,,,SRC-V1-FRAMEONE,B,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-YONGSAN-YONGSANSTN-SM01-N02,SEOUL-YONGSAN-YONGSANSTN-SM01,park_water_access,한강대로,,,,SRC-V1-FRAMEONE,B,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-YONGSAN-YONGSANSTN-SM01-N03,SEOUL-YONGSAN-YONGSANSTN-SM01,street,청파로,,,,SRC-V1-FRAMEONE,B,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-YONGSAN-YONGSANSTN-SM01-N04,SEOUL-YONGSAN-YONGSANSTN-SM01,station,용산역,,,,SRC-V1-FRAMEONE,B,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-YONGSAN-YONGSANSTN-SM01-N05,SEOUL-YONGSAN-YONGSANSTN-SM01,shopping,아이파크몰,,,,SRC-V1-FRAMEONE,B,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-YONGSAN-NAMYEONG-SOOKMYUNG-SM01-N01,SEOUL-YONGSAN-NAMYEONG-SOOKMYUNG-SM01,anchor,남영,,,,SRC-V1-FRAMEONE,S,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-YONGSAN-NAMYEONG-SOOKMYUNG-SM02-N02,SEOUL-YONGSAN-NAMYEONG-SOOKMYUNG-SM02,university,숙대입구,,,,SRC-V1-FRAMEONE,S,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-YONGSAN-NAMYEONG-SOOKMYUNG-SM01-N03,SEOUL-YONGSAN-NAMYEONG-SOOKMYUNG-SM01,park_water_access,한강대로,,,,SRC-V1-FRAMEONE,S,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-YONGSAN-NAMYEONG-SOOKMYUNG-SM01-N04,SEOUL-YONGSAN-NAMYEONG-SOOKMYUNG-SM01,street,청파로,,,,SRC-V1-FRAMEONE,S,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-YONGSAN-NAMYEONG-SOOKMYUNG-SM01-N05,SEOUL-YONGSAN-NAMYEONG-SOOKMYUNG-SM01,station,남영역,,,,SRC-V1-FRAMEONE,S,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-YONGSAN-NAMYEONG-SOOKMYUNG-SM01-N06,SEOUL-YONGSAN-NAMYEONG-SOOKMYUNG-SM01,university,숙명여대 정문,,,,SRC-V1-FRAMEONE,S,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-YONGSAN-HYOCHANG-HUAM-SM01-N01,SEOUL-YONGSAN-HYOCHANG-HUAM-SM01,park_water_access,효창공원앞,,,,SRC-V1-FRAMEONE,B,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-YONGSAN-HYOCHANG-HUAM-SM01-N02,SEOUL-YONGSAN-HYOCHANG-HUAM-SM01,station,서울역,,,,SRC-V1-FRAMEONE,B,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-YONGSAN-HYOCHANG-HUAM-SM01-N03,SEOUL-YONGSAN-HYOCHANG-HUAM-SM01,street,백범로,,,,SRC-V1-FRAMEONE,B,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-YONGSAN-HYOCHANG-HUAM-SM01-N04,SEOUL-YONGSAN-HYOCHANG-HUAM-SM01,street,후암로,,,,SRC-V1-FRAMEONE,B,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-YONGSAN-HYOCHANG-HUAM-SM01-N05,SEOUL-YONGSAN-HYOCHANG-HUAM-SM01,traditional_market,후암시장,,,,SRC-V1-FRAMEONE,B,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-SEONGDONG-SEONGSU-YEONMUJANG-N01,SEOUL-SEONGDONG-SEONGSU-YEONMUJANG,anchor,성수,,,,SRC-V1-FRAMEONE,S,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-SEONGDONG-SEONGSU-YEONMUJANG-N02,SEOUL-SEONGDONG-SEONGSU-YEONMUJANG,anchor,뚝섬,,,,SRC-V1-FRAMEONE,S,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-SEONGDONG-SEONGSU-YEONMUJANG-N03,SEOUL-SEONGDONG-SEONGSU-YEONMUJANG,street,연무장길,,,,SRC-V1-FRAMEONE,S,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-SEONGDONG-SEONGSU-YEONMUJANG-N04,SEOUL-SEONGDONG-SEONGSU-YEONMUJANG,street,성수이로,,,,SRC-V1-FRAMEONE,S,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-SEONGDONG-SEONGSU-YEONMUJANG-N05,SEOUL-SEONGDONG-SEONGSU-YEONMUJANG,street,아차산로,,,,SRC-V1-FRAMEONE,S,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-SEONGDONG-SEOULFOREST-SM01-N01,SEOUL-SEONGDONG-SEOULFOREST-SM01,anchor,서울숲,,,,SRC-V1-FRAMEONE,A,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-SEONGDONG-SEOULFOREST-SM01-N02,SEOUL-SEONGDONG-SEOULFOREST-SM01,anchor,뚝섬,,,,SRC-V1-FRAMEONE,A,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-SEONGDONG-SEOULFOREST-SM01-N03,SEOUL-SEONGDONG-SEOULFOREST-SM01,street,서울숲2길,,,,SRC-V1-FRAMEONE,A,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-SEONGDONG-SEOULFOREST-SM01-N04,SEOUL-SEONGDONG-SEOULFOREST-SM01,street,왕십리로,,,,SRC-V1-FRAMEONE,A,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-SEONGDONG-WANGSIMNI-SM01-N01,SEOUL-SEONGDONG-WANGSIMNI-SM01,anchor,왕십리,,,,SRC-V1-FRAMEONE,C,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-SEONGDONG-WANGSIMNI-SM01-N02,SEOUL-SEONGDONG-WANGSIMNI-SM01,street,왕십리광장로,,,,SRC-V1-FRAMEONE,C,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-SEONGDONG-WANGSIMNI-SM01-N03,SEOUL-SEONGDONG-WANGSIMNI-SM01,street,고산자로,,,,SRC-V1-FRAMEONE,C,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-SEONGDONG-WANGSIMNI-SM01-N04,SEOUL-SEONGDONG-WANGSIMNI-SM01,station,왕십리역,,,,SRC-V1-FRAMEONE,C,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-SEONGDONG-HAENGDANG-HANYANG-SM01-N01,SEOUL-SEONGDONG-HAENGDANG-HANYANG-SM01,anchor,한양대,,,,SRC-V1-FRAMEONE,B,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-SEONGDONG-HAENGDANG-HANYANG-SM01-N02,SEOUL-SEONGDONG-HAENGDANG-HANYANG-SM01,anchor,왕십리,,,,SRC-V1-FRAMEONE,B,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-SEONGDONG-HAENGDANG-HANYANG-SM01-N03,SEOUL-SEONGDONG-HAENGDANG-HANYANG-SM01,street,왕십리로,,,,SRC-V1-FRAMEONE,B,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
SEOUL-SEONGDONG-HAENGDANG-HANYANG-SM01-N04,SEOUL-SEONGDONG-HAENGDANG-HANYANG-SM01,street,마조로,,,,SRC-V1-FRAMEONE,B,좌표·주소 확인 필요; v1 텍스트에서 분리,text_only
