market_id,official_area_code,official_area_name,official_area_type,official_base_year,geometry_version,relation_type,overlap_area_m2,market_overlap_ratio,official_overlap_ratio,confidence,source_id,checked_at,match_basis
SEOUL-JONGNO-DONGDAEMUN-CHANGSIN,3130013,동대문상가A동,전통시장,2024+ metric system; geometry file 2023-10,SEOUL_MARKET_SHP_2023-10-20,manual_review,,,,D,SRC-SEOUL-OA-15560,2026-08-27,name_keyword:동대문
SEOUL-JONGNO-BUAM-PYEONGCHANG,3110006,부암동주민센터,골목상권,2024+ metric system; geometry file 2023-10,SEOUL_MARKET_SHP_2023-10-20,manual_review,,,,C,SRC-SEOUL-OA-15560,2026-08-27,name_keyword:부암|부암동|주민센터
SEOUL-JONGNO-BUAM-PYEONGCHANG,3110010,평창동서측,골목상권,2024+ metric system; geometry file 2023-10,SEOUL_MARKET_SHP_2023-10-20,manual_review,,,,C,SRC-SEOUL-OA-15560,2026-08-27,name_keyword:평창|평창동
SEOUL-JONGNO-BUAM-PYEONGCHANG,3110016,평창동동측,골목상권,2024+ metric system; geometry file 2023-10,SEOUL_MARKET_SHP_2023-10-20,manual_review,,,,C,SRC-SEOUL-OA-15560,2026-08-27,name_keyword:평창|평창동
SEOUL-JONGNO-BUAM-PYEONGCHANG,3110024,혜회동주민센터,골목상권,2024+ metric system; geometry file 2023-10,SEOUL_MARKET_SHP_2023-10-20,manual_review,,,,C,SRC-SEOUL-OA-15560,2026-08-27,name_keyword:주민센터
SEOUL-JONGNO-BUAM-PYEONGCHANG,3110034,창신1동주민센터,골목상권,2024+ metric system; geometry file 2023-10,SEOUL_MARKET_SHP_2023-10-20,manual_review,,,,C,SRC-SEOUL-OA-15560,2026-08-27,name_keyword:주민센터
SEOUL-JONGNO-BUAM-PYEONGCHANG,3120002,서촌(경복궁역),발달상권,2024+ metric system; geometry file 2023-10,SEOUL_MARKET_SHP_2023-10-20,manual_review,,,,D,SRC-SEOUL-OA-15560,2026-08-27,name_keyword:경복궁
SEOUL-JUNG-MYEONGDONG,3120026,을지로입구역,발달상권,2024+ metric system; geometry file 2023-10,SEOUL_MARKET_SHP_2023-10-20,manual_review,,,,C,SRC-SEOUL-OA-15560,2026-08-27,name_keyword:을지로입구
SEOUL-JUNG-MYEONGDONG,3001492,명동 남대문 북창동 다동 무교동 관광특구,관광특구,2024+ metric system; geometry file 2023-10,SEOUL_MARKET_SHP_2023-10-20,manual_review,,,,D,SRC-SEOUL-OA-15560,2026-08-27,name_keyword:명동
SEOUL-JUNG-MYEONGDONG,3120027,명동역(명동재미로),발달상권,2024+ metric system; geometry file 2023-10,SEOUL_MARKET_SHP_2023-10-20,manual_review,,,,D,SRC-SEOUL-OA-15560,2026-08-27,name_keyword:명동
SEOUL-JUNG-MYEONGDONG,3120028,명동(명동거리),발달상권,2024+ metric system; geometry file 2023-10,SEOUL_MARKET_SHP_2023-10-20,manual_review,,,,D,SRC-SEOUL-OA-15560,2026-08-27,name_keyword:명동
SEOUL-JUNG-EULJIRO,3120031,을지로3가역,발달상권,2024+ metric system; geometry file 2023-10,SEOUL_MARKET_SHP_2023-10-20,manual_review,,,,C,SRC-SEOUL-OA-15560,2026-08-27,name_keyword:을지로|을지로3가
SEOUL-JUNG-EULJIRO,3120033,을지로4가역,발달상권,2024+ metric system; geometry file 2023-10,SEOUL_MARKET_SHP_2023-10-20,manual_review,,,,C,SRC-SEOUL-OA-15560,2026-08-27,name_keyword:을지로|을지로4가
SEOUL-JUNG-EULJIRO,3120026,을지로입구역,발달상권,2024+ metric system; geometry file 2023-10,SEOUL_MARKET_SHP_2023-10-20,manual_review,,,,D,SRC-SEOUL-OA-15560,2026-08-27,name_keyword:을지로
SEOUL-JUNG-EULJIRO,3120029,을지로2가,발달상권,2024+ metric system; geometry file 2023-10,SEOUL_MARKET_SHP_2023-10-20,manual_review,,,,D,SRC-SEOUL-OA-15560,2026-08-27,name_keyword:을지로
SEOUL-JUNG-NAMDAEMUN,3130022,숭례문수입상가(남대문시장),전통시장,2024+ metric system; geometry file 2023-10,SEOUL_MARKET_SHP_2023-10-20,manual_review,,,,C,SRC-SEOUL-OA-15560,2026-08-27,name_keyword:남대문|남대문시장|숭례문
SEOUL-JUNG-NAMDAEMUN,3130024,남대문시장(자유상가),전통시장,2024+ metric system; geometry file 2023-10,SEOUL_MARKET_SHP_2023-10-20,manual_review,,,,C,SRC-SEOUL-OA-15560,2026-08-27,name_keyword:남대문|남대문시장
SEOUL-JUNG-NAMDAEMUN,3130025,삼익패션타운(남대문시장),전통시장,2024+ metric system; geometry file 2023-10,SEOUL_MARKET_SHP_2023-10-20,manual_review,,,,C,SRC-SEOUL-OA-15560,2026-08-27,name_keyword:남대문|남대문시장
SEOUL-JUNG-NAMDAEMUN,3110039,회현역 1번,골목상권,2024+ metric system; geometry file 2023-10,SEOUL_MARKET_SHP_2023-10-20,manual_review,,,,C,SRC-SEOUL-OA-15560,2026-08-27,name_keyword:회현역|회현
SEOUL-JUNG-NAMDAEMUN,3120024,회현역,발달상권,2024+ metric system; geometry file 2023-10,SEOUL_MARKET_SHP_2023-10-20,manual_review,,,,C,SRC-SEOUL-OA-15560,2026-08-27,name_keyword:회현역|회현
SEOUL-JUNG-NAMDAEMUN,3001492,명동 남대문 북창동 다동 무교동 관광특구,관광특구,2024+ metric system; geometry file 2023-10,SEOUL_MARKET_SHP_2023-10-20,manual_review,,,,D,SRC-SEOUL-OA-15560,2026-08-27,name_keyword:남대문
SEOUL-JUNG-NAMDAEMUN,3110040,중구회현체육센터(정화예술대남산캠퍼스),골목상권,2024+ metric system; geometry file 2023-10,SEOUL_MARKET_SHP_2023-10-20,manual_review,,,,D,SRC-SEOUL-OA-15560,2026-08-27,name_keyword:회현
SEOUL-JUNG-DONGDAEMUN-FASHION,3110045,동대문역사문화공원역 5번,골목상권,2024+ metric system; geometry file 2023-10,SEOUL_MARKET_SHP_2023-10-20,manual_review,,,,C,SRC-SEOUL-OA-15560,2026-08-27,name_keyword:동대문역사문화공원|동대문
SEOUL-JUNG-DONGDAEMUN-FASHION,3120037,동대문역사문화공원역,발달상권,2024+ metric system; geometry file 2023-10,SEOUL_MARKET_SHP_2023-10-20,manual_review,,,,C,SRC-SEOUL-OA-15560,2026-08-27,name_keyword:동대문역사문화공원|동대문
SEOUL-JUNG-DONGDAEMUN-FASHION,3001493,동대문패션타운 관광특구,관광특구,2024+ metric system; geometry file 2023-10,SEOUL_MARKET_SHP_2023-10-20,manual_review,,,,C,SRC-SEOUL-OA-15560,2026-08-27,name_keyword:동대문패션타운|동대문
SEOUL-JUNG-DONGDAEMUN-FASHION,3130038,"평화시장(통일상가, 동화상가)",전통시장,2024+ metric system; geometry file 2023-10,SEOUL_MARKET_SHP_2023-10-20,manual_review,,,,C,SRC-SEOUL-OA-15560,2026-08-27,name_keyword:평화시장
SEOUL-JUNG-DONGDAEMUN-FASHION,3130048,동평화시장,전통시장,2024+ metric system; geometry file 2023-10,SEOUL_MARKET_SHP_2023-10-20,manual_review,,,,C,SRC-SEOUL-OA-15560,2026-08-27,name_keyword:평화시장
SEOUL-JUNG-DONGDAEMUN-FASHION,3130050,청평화시장,전통시장,2024+ metric system; geometry file 2023-10,SEOUL_MARKET_SHP_2023-10-20,manual_review,,,,C,SRC-SEOUL-OA-15560,2026-08-27,name_keyword:평화시장
SEOUL-JUNG-DONGDAEMUN-FASHION,3130327,"평화시장(남평화시장, 제일평화시장, 신평화패션타운)",전통시장,2024+ metric system; geometry file 2023-10,SEOUL_MARKET_SHP_2023-10-20,manual_review,,,,C,SRC-SEOUL-OA-15560,2026-08-27,name_keyword:평화시장
SEOUL-JUNG-SEOULSTN,3120043,서울역,발달상권,2024+ metric system; geometry file 2023-10,SEOUL_MARKET_SHP_2023-10-20,manual_review,,,,C,SRC-SEOUL-OA-15560,2026-08-27,name_keyword:서울역|서울
SEOUL-JUNG-SEOULSTN,3120023,서울시청,발달상권,2024+ metric system; geometry file 2023-10,SEOUL_MARKET_SHP_2023-10-20,manual_review,,,,D,SRC-SEOUL-OA-15560,2026-08-27,name_keyword:서울
SEOUL-JUNG-SEOULSTN,3130052,서울중앙시장(신중앙시장),전통시장,2024+ metric system; geometry file 2023-10,SEOUL_MARKET_SHP_2023-10-20,manual_review,,,,D,SRC-SEOUL-OA-15560,2026-08-27,name_keyword:서울
SEOUL-JUNG-SEOULSTN,3130055,"황학시장(서울중앙시장, 신중앙시장)",전통시장,2024+ metric system; geometry file 2023-10,SEOUL_MARKET_SHP_2023-10-20,manual_review,,,,D,SRC-SEOUL-OA-15560,2026-08-27,name_keyword:서울
SEOUL-JUNG-CITYHALL-BUKCHANG,3001492,명동 남대문 북창동 다동 무교동 관광특구,관광특구,2024+ metric system; geometry file 2023-10,SEOUL_MARKET_SHP_2023-10-20,manual_review,,,,C,SRC-SEOUL-OA-15560,2026-08-27,name_keyword:북창|북창동|무교동
SEOUL-JUNG-CITYHALL-BUKCHANG,3120022,북창동(시청역_6번),발달상권,2024+ metric system; geometry file 2023-10,SEOUL_MARKET_SHP_2023-10-20,manual_review,,,,C,SRC-SEOUL-OA-15560,2026-08-27,name_keyword:시청|북창|북창동
SEOUL-JUNG-CITYHALL-BUKCHANG,3120023,서울시청,발달상권,2024+ metric system; geometry file 2023-10,SEOUL_MARKET_SHP_2023-10-20,manual_review,,,,C,SRC-SEOUL-OA-15560,2026-08-27,name_keyword:시청|서울시청
SEOUL-JUNG-CITYHALL-BUKCHANG,3120020,시청역_1번,발달상권,2024+ metric system; geometry file 2023-10,SEOUL_MARKET_SHP_2023-10-20,manual_review,,,,D,SRC-SEOUL-OA-15560,2026-08-27,name_keyword:시청
SEOUL-JUNG-CITYHALL-BUKCHANG,3120021,시청역_8번,발달상권,2024+ metric system; geometry file 2023-10,SEOUL_MARKET_SHP_2023-10-20,manual_review,,,,D,SRC-SEOUL-OA-15560,2026-08-27,name_keyword:시청
SEOUL-JUNG-CITYHALL-BUKCHANG,3120025,롯데백화점(시청광장 지하쇼핑센터),발달상권,2024+ metric system; geometry file 2023-10,SEOUL_MARKET_SHP_2023-10-20,manual_review,,,,D,SRC-SEOUL-OA-15560,2026-08-27,name_keyword:시청
SEOUL-JUNG-SINDANG-YAKSU,3110050,약수역 7번,골목상권,2024+ metric system; geometry file 2023-10,SEOUL_MARKET_SHP_2023-10-20,manual_review,,,,C,SRC-SEOUL-OA-15560,2026-08-27,name_keyword:약수|약수역
SEOUL-JUNG-SINDANG-YAKSU,3120038,약수역,발달상권,2024+ metric system; geometry file 2023-10,SEOUL_MARKET_SHP_2023-10-20,manual_review,,,,C,SRC-SEOUL-OA-15560,2026-08-27,name_keyword:약수|약수역
SEOUL-JUNG-SINDANG-YAKSU,3130052,서울중앙시장(신중앙시장),전통시장,2024+ metric system; geometry file 2023-10,SEOUL_MARKET_SHP_2023-10-20,manual_review,,,,C,SRC-SEOUL-OA-15560,2026-08-27,name_keyword:중앙시장
SEOUL-JUNG-SINDANG-YAKSU,3130055,"황학시장(서울중앙시장, 신중앙시장)",전통시장,2024+ metric system; geometry file 2023-10,SEOUL_MARKET_SHP_2023-10-20,manual_review,,,,C,SRC-SEOUL-OA-15560,2026-08-27,name_keyword:중앙시장
SEOUL-JUNG-SINDANG-YAKSU,3110056,신당역 3번,골목상권,2024+ metric system; geometry file 2023-10,SEOUL_MARKET_SHP_2023-10-20,manual_review,,,,D,SRC-SEOUL-OA-15560,2026-08-27,name_keyword:신당
SEOUL-JUNG-SINDANG-YAKSU,3120039,신당역,발달상권,2024+ metric system; geometry file 2023-10,SEOUL_MARKET_SHP_2023-10-20,manual_review,,,,D,SRC-SEOUL-OA-15560,2026-08-27,name_keyword:신당
SEOUL-JUNG-SINDANG-YAKSU,3130042,약수시장,전통시장,2024+ metric system; geometry file 2023-10,SEOUL_MARKET_SHP_2023-10-20,manual_review,,,,D,SRC-SEOUL-OA-15560,2026-08-27,name_keyword:약수
SEOUL-JUNG-SINDANG-YAKSU,3130049,신당 미래유산 먹거리 골목형상점가,전통시장,2024+ metric system; geometry file 2023-10,SEOUL_MARKET_SHP_2023-10-20,manual_review,,,,D,SRC-SEOUL-OA-15560,2026-08-27,name_keyword:신당
SEOUL-YONGSAN-ITAEWON,3110086,이태원역 북측,골목상권,2024+ metric system; geometry file 2023-10,SEOUL_MARKET_SHP_2023-10-20,manual_review,,,,C,SRC-SEOUL-OA-15560,2026-08-27,name_keyword:이태원|이태원역
SEOUL-YONGSAN-ITAEWON,3120046,이태원(이태원역),발달상권,2024+ metric system; geometry file 2023-10,SEOUL_MARKET_SHP_2023-10-20,manual_review,,,,C,SRC-SEOUL-OA-15560,2026-08-27,name_keyword:이태원|이태원역
SEOUL-YONGSAN-ITAEWON,3001491,이태원 관광특구,관광특구,2024+ metric system; geometry file 2023-10,SEOUL_MARKET_SHP_2023-10-20,manual_review,,,,D,SRC-SEOUL-OA-15560,2026-08-27,name_keyword:이태원
SEOUL-YONGSAN-ITAEWON,3110087,이태원엔틱가구거리,골목상권,2024+ metric system; geometry file 2023-10,SEOUL_MARKET_SHP_2023-10-20,manual_review,,,,D,SRC-SEOUL-OA-15560,2026-08-27,name_keyword:이태원
SEOUL-YONGSAN-ITAEWON,3130061,이태원시장,전통시장,2024+ metric system; geometry file 2023-10,SEOUL_MARKET_SHP_2023-10-20,manual_review,,,,D,SRC-SEOUL-OA-15560,2026-08-27,name_keyword:이태원
SEOUL-YONGSAN-HANNAM,3120047,한남오거리,발달상권,2024+ metric system; geometry file 2023-10,SEOUL_MARKET_SHP_2023-10-20,manual_review,,,,C,SRC-SEOUL-OA-15560,2026-08-27,name_keyword:한남|한남오거리
SEOUL-YONGSAN-HANNAM,3110091,리움미술관,골목상권,2024+ metric system; geometry file 2023-10,SEOUL_MARKET_SHP_2023-10-20,manual_review,,,,C,SRC-SEOUL-OA-15560,2026-08-27,name_keyword:리움미술관
SEOUL-YONGSAN-HANNAM,3110095,한강진역 3번,골목상권,2024+ metric system; geometry file 2023-10,SEOUL_MARKET_SHP_2023-10-20,manual_review,,,,D,SRC-SEOUL-OA-15560,2026-08-27,name_keyword:한강진
SEOUL-YONGSAN-HANNAM,3110096,한남힐사이드아파트,골목상권,2024+ metric system; geometry file 2023-10,SEOUL_MARKET_SHP_2023-10-20,manual_review,,,,D,SRC-SEOUL-OA-15560,2026-08-27,name_keyword:한남
SEOUL-YONGSAN-HANNAM,3110097,한남초등학교,골목상권,2024+ metric system; geometry file 2023-10,SEOUL_MARKET_SHP_2023-10-20,manual_review,,,,D,SRC-SEOUL-OA-15560,2026-08-27,name_keyword:한남
SEOUL-YONGSAN-HAEBANGCHON-GYEONGNIDAN,3110084,경리단길북측,골목상권,2024+ metric system; geometry file 2023-10,SEOUL_MARKET_SHP_2023-10-20,manual_review,,,,C,SRC-SEOUL-OA-15560,2026-08-27,name_keyword:경리단|경리단길
SEOUL-YONGSAN-HAEBANGCHON-GYEONGNIDAN,3110085,경리단길남측,골목상권,2024+ metric system; geometry file 2023-10,SEOUL_MARKET_SHP_2023-10-20,manual_review,,,,C,SRC-SEOUL-OA-15560,2026-08-27,name_keyword:경리단|경리단길
SEOUL-YONGSAN-HAEBANGCHON-GYEONGNIDAN,3130060,신흥시장,전통시장,2024+ metric system; geometry file 2023-10,SEOUL_MARKET_SHP_2023-10-20,manual_review,,,,C,SRC-SEOUL-OA-15560,2026-08-27,name_keyword:신흥시장
SEOUL-YONGSAN-HAEBANGCHON-GYEONGNIDAN,3110080,해방촌예술마을,골목상권,2024+ metric system; geometry file 2023-10,SEOUL_MARKET_SHP_2023-10-20,manual_review,,,,D,SRC-SEOUL-OA-15560,2026-08-27,name_keyword:해방촌
SEOUL-YONGSAN-HAEBANGCHON-GYEONGNIDAN,3110081,해방촌 남동측,골목상권,2024+ metric system; geometry file 2023-10,SEOUL_MARKET_SHP_2023-10-20,manual_review,,,,D,SRC-SEOUL-OA-15560,2026-08-27,name_keyword:해방촌
SEOUL-YONGSAN-YONGLIDAN-SINYONGSAN,3110073,삼각지역 3번,골목상권,2024+ metric system; geometry file 2023-10,SEOUL_MARKET_SHP_2023-10-20,manual_review,,,,C,SRC-SEOUL-OA-15560,2026-08-27,name_keyword:삼각지역|삼각지
SEOUL-YONGSAN-YONGLIDAN-SINYONGSAN,3110076,삼각지역 14번,골목상권,2024+ metric system; geometry file 2023-10,SEOUL_MARKET_SHP_2023-10-20,manual_review,,,,C,SRC-SEOUL-OA-15560,2026-08-27,name_keyword:삼각지역|삼각지
SEOUL-YONGSAN-YONGLIDAN-SINYONGSAN,3120041,신용산역(용산역),발달상권,2024+ metric system; geometry file 2023-10,SEOUL_MARKET_SHP_2023-10-20,manual_review,,,,C,SRC-SEOUL-OA-15560,2026-08-27,name_keyword:신용산|신용산역
SEOUL-YONGSAN-YONGLIDAN-SINYONGSAN,3120044,삼각지역,발달상권,2024+ metric system; geometry file 2023-10,SEOUL_MARKET_SHP_2023-10-20,manual_review,,,,C,SRC-SEOUL-OA-15560,2026-08-27,name_keyword:삼각지역|삼각지
SEOUL-YONGSAN-YONGSANSTN,3120040,용산전자상가(용산역),발달상권,2024+ metric system; geometry file 2023-10,SEOUL_MARKET_SHP_2023-10-20,manual_review,,,,C,SRC-SEOUL-OA-15560,2026-08-27,name_keyword:용산역|용산|전자상가
SEOUL-YONGSAN-YONGSANSTN,3120041,신용산역(용산역),발달상권,2024+ metric system; geometry file 2023-10,SEOUL_MARKET_SHP_2023-10-20,manual_review,,,,C,SRC-SEOUL-OA-15560,2026-08-27,name_keyword:용산역|용산
SEOUL-YONGSAN-YONGSANSTN,3110070,용산세무서,골목상권,2024+ metric system; geometry file 2023-10,SEOUL_MARKET_SHP_2023-10-20,manual_review,,,,D,SRC-SEOUL-OA-15560,2026-08-27,name_keyword:용산
SEOUL-YONGSAN-YONGSANSTN,3110082,용산구청,골목상권,2024+ metric system; geometry file 2023-10,SEOUL_MARKET_SHP_2023-10-20,manual_review,,,,D,SRC-SEOUL-OA-15560,2026-08-27,name_keyword:용산
SEOUL-YONGSAN-YONGSANSTN,3130056,용산용문시장,전통시장,2024+ metric system; geometry file 2023-10,SEOUL_MARKET_SHP_2023-10-20,manual_review,,,,D,SRC-SEOUL-OA-15560,2026-08-27,name_keyword:용산
SEOUL-YONGSAN-NAMYEONG-SOOKMYUNG,3120042,"숙대입구역(남영역, 남영동)",발달상권,2024+ metric system; geometry file 2023-10,SEOUL_MARKET_SHP_2023-10-20,manual_review,,,,C,SRC-SEOUL-OA-15560,2026-08-27,name_keyword:남영|숙대|남영역|숙대입구
SEOUL-YONGSAN-NAMYEONG-SOOKMYUNG,3110069,숙대입구,골목상권,2024+ metric system; geometry file 2023-10,SEOUL_MARKET_SHP_2023-10-20,manual_review,,,,C,SRC-SEOUL-OA-15560,2026-08-27,name_keyword:숙대|숙대입구
SEOUL-YONGSAN-NAMYEONG-SOOKMYUNG,3110075,숙대입구역 1번,골목상권,2024+ metric system; geometry file 2023-10,SEOUL_MARKET_SHP_2023-10-20,manual_review,,,,C,SRC-SEOUL-OA-15560,2026-08-27,name_keyword:숙대|숙대입구
SEOUL-YONGSAN-NAMYEONG-SOOKMYUNG,3110068,남영역 1번,골목상권,2024+ metric system; geometry file 2023-10,SEOUL_MARKET_SHP_2023-10-20,manual_review,,,,C,SRC-SEOUL-OA-15560,2026-08-27,name_keyword:남영|남영역
SEOUL-YONGSAN-NAMYEONG-SOOKMYUNG,3120045,남영동 먹자골목,발달상권,2024+ metric system; geometry file 2023-10,SEOUL_MARKET_SHP_2023-10-20,manual_review,,,,D,SRC-SEOUL-OA-15560,2026-08-27,name_keyword:남영
SEOUL-YONGSAN-HYOCHANG-HUAM,3110060,효창공원앞역 6번,골목상권,2024+ metric system; geometry file 2023-10,SEOUL_MARKET_SHP_2023-10-20,manual_review,,,,C,SRC-SEOUL-OA-15560,2026-08-27,name_keyword:효창|효창공원앞
SEOUL-YONGSAN-HYOCHANG-HUAM,3110063,효창공원앞역 5번,골목상권,2024+ metric system; geometry file 2023-10,SEOUL_MARKET_SHP_2023-10-20,manual_review,,,,C,SRC-SEOUL-OA-15560,2026-08-27,name_keyword:효창|효창공원앞
SEOUL-YONGSAN-HYOCHANG-HUAM,3110064,효창공원앞역 2번,골목상권,2024+ metric system; geometry file 2023-10,SEOUL_MARKET_SHP_2023-10-20,manual_review,,,,C,SRC-SEOUL-OA-15560,2026-08-27,name_keyword:효창|효창공원앞
SEOUL-YONGSAN-HYOCHANG-HUAM,3130059,후암시장,전통시장,2024+ metric system; geometry file 2023-10,SEOUL_MARKET_SHP_2023-10-20,manual_review,,,,C,SRC-SEOUL-OA-15560,2026-08-27,name_keyword:후암|후암시장
